id,score,skill_id,student_id
138,0,33,4
139,0,34,4
140,52,35,4
141,0,1,5
142,77,2,5
143,0,3,5
144,0,4,5
145,0,5,5
146,0,6,5
147,67,7,5
148,29,8,5
149,0,9,5
150,25,10,5
151,42,11,5
152,70,12,5
153,0,13,5
154,74,14,5
155,0,15,5
156,97,16,5
157,0,17,5
158,53,18,5
159,0,19,5
160,58,20,5
161,0,21,5
162,23,22,5
163,14,23,5
164,0,24,5
165,52,25,5
166,0,26,5
167,85,27,5
168,70,28,5
169,0,29,5
170,64,30,5
171,0,31,5
172,0,32,5
173,0,33,5
174,35,34,5
175,0,35,5
176,0,1,6
177,0,2,6
178,0,3,6
179,0,4,6
180,0,5,6
181,0,6,6
182,0,7,6
183,0,8,6
184,0,9,6
185,0,10,6
186,18,11,6
187,72,12,6
188,0,13,6
189,0,14,6
190,35,15,6
191,0,16,6
192,0,17,6
193,0,18,6
194,0,19,6
195,84,20,6
196,0,21,6
197,0,22,6
198,0,23,6
199,0,24,6
200,0,25,6
201,0,26,6
202,43,27,6
203,95,28,6
204,37,29,6
205,22,30,6
206,0,31,6
207,0,32,6
208,0,33,6
209,99,34,6
210,0,35,6
211,0,1,7
212,0,2,7
213,0,3,7
214,0,4,7
215,0,5,7
216,0,6,7
217,0,7,7
218,0,8,7
219,0,9,7
220,0,10,7
221,0,11,7
222,0,12,7
223,0,13,7
224,0,14,7
225,0,15,7
226,0,16,7
227,0,17,7
228,0,18,7
229,0,19,7
230,0,20,7
231,0,21,7
232,0,22,7
233,0,23,7
234,0,24,7
235,0,25,7
236,0,26,7
237,0,27,7
238,0,28,7
239,0,29,7
240,0,30,7
241,0,31,7
242,74,32,7
243,0,33,7
244,65,34,7
245,0,35,7
246,0,1,8
247,0,2,8
248,0,3,8
249,0,4,8
250,0,5,8
251,0,6,8
252,0,7,8
253,0,8,8
254,98,9,8
255,0,10,8
256,0,11,8
257,0,12,8
258,0,13,8
259,0,14,8
260,0,15,8
261,0,16,8
262,0,17,8
263,4,18,8
264,0,19,8
265,0,20,8
266,0,21,8
267,0,22,8
268,0,23,8
269,0,24,8
270,0,25,8
271,42,26,8
272,0,27,8
273,0,28,8
274,0,29,8
275,0,30,8
276,0,31,8
277,0,32,8
278,0,33,8
279,85,34,8
280,0,35,8
281,52,1,9
282,0,2,9
283,38,3,9
284,0,4,9
285,0,5,9
286,46,6,9
287,0,7,9
288,62,8,9
289,0,9,9
290,0,10,9
291,0,11,9
292,0,12,9
293,0,13,9
294,0,14,9
295,0,15,9
296,0,16,9
297,0,17,9
298,0,18,9
299,0,19,9
300,0,20,9
301,0,21,9
302,0,22,9
303,0,23,9
304,0,24,9
305,0,25,9
306,0,26,9
307,0,27,9
308,76,28,9
309,0,29,9
310,87,30,9
311,0,31,9
312,0,32,9
313,0,33,9
314,0,34,9
315,0,35,9
316,0,1,10
317,84,2,10
318,0,3,10
319,0,4,10
320,56,5,10
321,0,6,10
322,24,7,10
323,0,8,10
324,0,9,10
325,0,10,10
326,0,11,10
327,33,12,10
328,46,13,10
329,0,14,10
330,0,15,10
331,0,16,10
332,0,17,10
333,0,18,10
334,0,19,10
335,0,20,10
336,0,21,10
337,0,22,10
338,13,23,10
339,0,24,10
340,43,25,10
341,0,26,10
342,0,27,10
343,78,28,10
344,49,29,10
345,0,30,10
346,0,31,10
347,0,32,10
348,0,33,10
349,0,34,10
350,0,35,10
351,0,1,11
352,0,2,11
353,0,3,11
354,0,4,11
355,0,5,11
356,27,6,11
357,86,7,11
358,0,8,11
359,0,9,11
360,0,10,11
361,66,11,11
362,0,12,11
363,0,13,11
364,0,14,11
365,66,15,11
366,89,16,11
367,0,17,11
368,0,18,11
369,0,19,11
370,0,20,11
371,0,21,11
372,0,22,11
373,0,23,11
374,0,24,11
375,75,25,11
376,0,26,11
377,0,27,11
378,98,28,11
379,0,29,11
380,0,30,11
381,0,31,11
382,63,32,11
383,0,33,11
384,0,34,11
385,7,35,11
386,58,1,12
387,0,2,12
388,0,3,12
389,0,4,12
390,9,5,12
391,0,6,12
392,54,7,12
393,0,8,12
394,0,9,12
395,48,10,12
396,0,11,12
397,0,12,12
398,7,13,12
399,0,14,12
400,0,15,12
401,23,16,12
402,0,17,12
403,47,18,12
404,0,19,12
405,64,20,12
406,0,21,12
407,0,22,12
408,0,23,12
409,0,24,12
410,0,25,12
411,0,26,12
412,100,27,12
413,0,28,12
414,0,29,12
415,0,30,12
416,26,31,12
417,0,32,12
418,20,33,12
419,20,34,12
420,0,35,12
421,43,1,13
422,0,2,13
423,0,3,13
424,43,4,13
425,0,5,13
426,0,6,13
427,0,7,13
428,0,8,13
429,0,9,13
430,0,10,13
431,0,11,13
432,57,12,13
433,17,13,13
434,22,14,13
435,0,15,13
436,0,16,13
437,0,17,13
438,0,18,13
439,0,19,13
440,0,20,13
441,0,21,13
442,0,22,13
443,35,23,13
444,100,24,13
445,0,25,13
446,0,26,13
447,58,27,13
448,0,28,13
449,0,29,13
450,0,30,13
451,29,31,13
452,0,32,13
453,25,33,13
454,81,34,13
455,0,35,13
456,0,1,14
457,0,2,14
458,0,3,14
459,0,4,14
460,1,5,14
461,0,6,14
462,23,7,14
463,0,8,14
464,6,9,14
465,0,10,14
466,61,11,14
467,0,12,14
468,0,13,14
469,0,14,14
470,0,15,14
471,38,16,14
472,0,17,14
473,38,18,14
474,98,19,14
475,10,20,14
476,0,21,14
477,0,22,14
478,0,23,14
479,0,24,14
480,0,25,14
481,0,26,14
482,0,27,14
483,0,28,14
484,0,29,14
485,0,30,14
486,0,31,14
487,0,32,14
488,0,33,14
489,4,34,14
490,0,35,14
491,0,1,15
492,0,2,15
493,0,3,15
494,0,4,15
495,0,5,15
496,0,6,15
497,58,7,15
498,0,8,15
499,0,9,15
500,4,10,15
501,0,11,15
502,0,12,15
503,0,13,15
504,14,14,15
505,0,15,15
506,97,16,15
507,0,17,15
508,58,18,15
509,0,19,15
510,0,20,15
511,0,21,15
512,0,22,15
513,0,23,15
514,0,24,15
515,0,25,15
516,0,26,15
517,0,27,15
518,0,28,15
519,0,29,15
520,0,30,15
521,0,31,15
522,83,32,15
523,56,33,15
524,0,34,15
525,0,35,15
526,0,1,16
527,0,2,16
528,0,3,16
529,0,4,16
530,64,5,16
531,0,6,16
532,0,7,16
533,0,8,16
534,0,9,16
535,0,10,16
536,0,11,16
537,0,12,16
538,0,13,16
539,0,14,16
540,0,15,16
541,0,16,16
542,0,17,16
543,0,18,16
544,0,19,16
545,0,20,16
546,0,21,16
547,0,22,16
548,0,23,16
549,0,24,16
550,0,25,16
551,0,26,16
552,0,27,16
553,59,28,16
554,0,29,16
555,20,30,16
556,0,31,16
557,0,32,16
558,0,33,16
559,0,34,16
560,0,35,16
561,29,1,17
562,0,2,17
563,44,3,17
564,0,4,17
565,4,5,17
566,0,6,17
567,0,7,17
568,0,8,17
569,0,9,17
570,50,10,17
571,0,11,17
572,0,12,17
573,0,13,17
574,77,14,17
575,0,15,17
576,0,16,17
577,0,17,17
578,0,18,17
579,0,19,17
580,0,20,17
581,75,21,17
582,0,22,17
583,0,23,17
584,0,24,17
585,33,25,17
586,0,26,17
587,0,27,17
588,46,28,17
589,0,29,17
590,65,30,17
591,74,31,17
592,0,32,17
593,98,33,17
594,20,34,17
595,11,35,17
596,0,1,18
597,0,2,18
598,0,3,18
599,0,4,18
600,0,5,18
601,28,6,18
602,0,7,18
603,0,8,18
604,0,9,18
605,0,10,18
606,0,11,18
607,43,12,18
608,3,13,18
609,0,14,18
610,0,15,18
611,24,16,18
612,52,17,18
613,0,18,18
614,22,19,18
615,0,20,18
616,68,21,18
617,0,22,18
618,21,23,18
619,0,24,18
620,0,25,18
621,77,26,18
622,50,27,18
623,0,28,18
624,0,29,18
625,0,30,18
626,81,31,18
627,0,32,18
628,0,33,18
629,57,34,18
630,0,35,18
631,0,1,19
632,0,2,19
633,0,3,19
634,54,4,19
635,0,5,19
636,0,6,19
637,45,7,19
638,0,8,19
639,0,9,19
640,17,10,19
641,0,11,19
642,0,12,19
643,0,13,19
644,0,14,19
645,0,15,19
646,85,16,19
647,0,17,19
648,0,18,19
649,0,19,19
650,0,20,19
651,0,21,19
652,0,22,19
653,0,23,19
654,0,24,19
655,63,25,19
656,0,26,19
657,41,27,19
658,0,28,19
659,0,29,19
660,0,30,19
661,12,31,19
662,7,32,19
663,0,33,19
664,0,34,19
665,0,35,19
666,0,1,20
667,0,2,20
668,0,3,20
669,93,4,20
670,0,5,20
671,0,6,20
672,0,7,20
673,0,8,20
674,0,9,20
675,0,10,20
676,70,11,20
677,0,12,20
678,0,13,20
679,54,14,20
680,0,15,20
681,96,16,20
682,0,17,20
683,0,18,20
684,0,19,20
685,0,20,20
686,0,21,20
687,8,22,20
688,94,23,20
689,0,24,20
690,0,25,20
691,0,26,20
692,0,27,20
693,0,28,20
694,22,29,20
695,51,30,20
696,0,31,20
697,0,32,20
698,0,33,20
699,0,34,20
700,44,35,20
701,0,1,21
702,0,2,21
703,0,3,21
704,0,4,21
705,0,5,21
706,0,6,21
707,0,7,21
708,0,8,21
709,0,9,21
710,0,10,21
711,0,11,21
712,0,12,21
713,0,13,21
714,0,14,21
715,0,15,21
716,0,16,21
717,0,17,21
718,0,18,21
719,0,19,21
720,0,20,21
721,0,21,21
722,0,22,21
723,0,23,21
724,68,24,21
725,0,25,21
726,0,26,21
727,0,27,21
728,27,28,21
729,86,29,21
730,0,30,21
731,81,31,21
732,0,32,21
733,0,33,21
734,0,34,21
735,0,35,21
736,31,1,22
737,0,2,22
738,0,3,22
739,0,4,22
740,0,5,22
741,0,6,22
742,64,7,22
743,0,8,22
744,0,9,22
745,0,10,22
746,0,11,22
747,79,12,22
748,0,13,22
749,0,14,22
750,0,15,22
751,0,16,22
752,0,17,22
753,0,18,22
754,0,19,22
755,0,20,22
756,0,21,22
757,43,22,22
758,35,23,22
759,0,24,22
760,0,25,22
761,0,26,22
762,13,27,22
763,71,28,22
764,18,29,22
765,78,30,22
766,0,31,22
767,81,32,22
768,4,33,22
769,0,34,22
770,0,35,22
771,0,1,23
772,73,2,23
773,0,3,23
774,0,4,23
775,21,5,23
776,96,6,23
777,0,7,23
778,0,8,23
779,0,9,23
780,0,10,23
781,61,11,23
782,0,12,23
783,97,13,23
784,0,14,23
785,21,15,23
786,0,16,23
787,0,17,23
788,0,18,23
789,0,19,23
790,0,20,23
791,0,21,23
792,0,22,23
793,49,23,23
794,0,24,23
795,29,25,23
796,0,26,23
797,0,27,23
798,0,28,23
799,81,29,23
800,2,30,23
801,63,31,23
802,0,32,23
803,0,33,23
804,0,34,23
805,0,35,23
806,87,1,24
807,24,2,24
808,0,3,24
809,68,4,24
810,0,5,24
811,0,6,24
812,0,7,24
813,0,8,24
814,96,9,24
815,0,10,24
816,0,11,24
817,0,12,24
818,0,13,24
819,99,14,24
820,0,15,24
821,39,16,24
822,0,17,24
823,0,18,24
824,20,19,24
825,0,20,24
826,0,21,24
827,0,22,24
828,0,23,24
829,64,24,24
830,0,25,24
831,0,26,24
832,0,27,24
833,0,28,24
834,0,29,24
835,0,30,24
836,0,31,24
837,0,32,24
838,0,33,24
839,0,34,24
840,0,35,24
841,0,1,25
842,0,2,25
843,0,3,25
844,0,4,25
845,0,5,25
846,59,6,25
847,0,7,25
848,0,8,25
849,0,9,25
850,0,10,25
851,55,11,25
852,0,12,25
853,0,13,25
854,0,14,25
855,0,15,25
856,20,16,25
857,18,17,25
858,0,18,25
859,0,19,25
860,0,20,25
861,0,21,25
862,0,22,25
863,0,23,25
864,0,24,25
865,0,25,25
866,0,26,25
867,0,27,25
868,0,28,25
869,81,29,25
870,0,30,25
871,0,31,25
872,0,32,25
873,7,33,25
874,80,34,25
875,0,35,25
876,84,1,26
877,0,2,26
878,12,3,26
879,0,4,26
880,0,5,26
881,0,6,26
882,0,7,26
883,0,8,26
884,0,9,26
885,0,10,26
886,4,11,26
887,31,12,26
888,0,13,26
889,0,14,26
890,0,15,26
891,51,16,26
892,0,17,26
893,0,18,26
894,0,19,26
895,0,20,26
896,0,21,26
897,0,22,26
898,0,23,26
899,0,24,26
900,0,25,26
901,10,26,26
902,0,27,26
903,0,28,26
904,45,29,26
905,0,30,26
906,0,31,26
907,0,32,26
908,0,33,26
909,0,34,26
910,0,35,26
911,0,1,27
912,0,2,27
913,0,3,27
914,26,4,27
915,17,5,27
916,0,6,27
917,0,7,27
918,78,8,27
919,0,9,27
920,0,10,27
921,0,11,27
922,0,12,27
923,0,13,27
924,0,14,27
925,0,15,27
926,0,16,27
927,0,17,27
928,0,18,27
929,0,19,27
930,0,20,27
931,51,21,27
932,0,22,27
933,0,23,27
934,0,24,27
935,0,25,27
936,0,26,27
937,0,27,27
938,0,28,27
939,0,29,27
940,58,30,27
941,0,31,27
942,0,32,27
943,0,33,27
944,0,34,27
945,0,35,27
946,71,1,28
947,0,2,28
948,0,3,28
949,0,4,28
950,0,5,28
951,0,6,28
952,45,7,28
953,0,8,28
954,29,9,28
955,0,10,28
956,0,11,28
957,0,12,28
958,84,13,28
959,0,14,28
960,83,15,28
961,0,16,28
962,14,17,28
963,0,18,28
964,48,19,28
965,0,20,28
966,74,21,28
967,0,22,28
968,0,23,28
969,0,24,28
970,0,25,28
971,0,26,28
972,78,27,28
973,0,28,28
974,86,29,28
975,0,30,28
976,0,31,28
977,0,32,28
978,0,33,28
979,0,34,28
980,26,35,28
981,0,1,29
982,0,2,29
983,0,3,29
984,0,4,29
985,0,5,29
986,23,6,29
987,0,7,29
988,0,8,29
989,0,9,29
990,0,10,29
991,0,11,29
992,0,12,29
993,100,13,29
994,0,14,29
995,0,15,29
996,0,16,29
997,0,17,29
998,0,18,29
999,0,19,29
1000,7,20,29
1001,0,21,29
1002,0,22,29
1003,0,23,29
1004,0,24,29
1005,30,25,29
1006,85,26,29
1007,83,27,29
1008,0,28,29
1009,0,29,29
1010,0,30,29
1011,0,31,29
1012,0,32,29
1013,0,33,29
1014,35,34,29
1015,0,35,29
1016,0,1,30
1017,0,2,30
1018,30,3,30
1019,0,4,30
1020,0,5,30
1021,81,6,30
1022,0,7,30
1023,86,8,30
1024,0,9,30
1025,0,10,30
1026,0,11,30
1027,0,12,30
1028,0,13,30
1029,0,14,30
1030,0,15,30
1031,28,16,30
1032,0,17,30
1033,0,18,30
1034,48,19,30
1035,0,20,30
1036,30,21,30
1037,0,22,30
1038,0,23,30
1039,66,24,30
1040,0,25,30
1041,53,26,30
1042,0,27,30
1043,52,28,30
1044,24,29,30
1045,0,30,30
1046,0,31,30
1047,0,32,30
1048,0,33,30
1049,0,34,30
1050,0,35,30
1051,0,1,31
1052,0,2,31
1053,0,3,31
1054,0,4,31
1055,0,5,31
1056,0,6,31
1057,0,7,31
1058,0,8,31
1059,0,9,31
1060,0,10,31
1061,0,11,31
1062,0,12,31
1063,0,13,31
1064,0,14,31
1065,0,15,31
1066,0,16,31
1067,0,17,31
1068,0,18,31
1069,0,19,31
1070,0,20,31
1071,0,21,31
1072,0,22,31
1073,0,23,31
1074,0,24,31
1075,0,25,31
1076,0,26,31
1077,20,27,31
1078,0,28,31
1079,0,29,31
1080,0,30,31
1081,93,31,31
1082,0,32,31
1083,0,33,31
1084,0,34,31
1085,0,35,31
1086,0,1,32
1087,0,2,32
1088,0,3,32
1089,0,4,32
1090,98,5,32
1091,0,6,32
1092,0,7,32
1093,0,8,32
1094,0,9,32
1095,73,10,32
1096,0,11,32
1097,0,12,32
1098,0,13,32
1099,0,14,32
1100,0,15,32
1101,0,16,32
1102,0,17,32
1103,0,18,32
1104,0,19,32
1105,0,20,32
1106,0,21,32
1107,0,22,32
1108,0,23,32
1109,0,24,32
1110,55,25,32
1111,0,26,32
1112,0,27,32
1113,0,28,32
1114,0,29,32
1115,0,30,32
1116,0,31,32
1117,10,32,32
1118,0,33,32
1119,0,34,32
1120,5,35,32
1121,28,1,33
1122,0,2,33
1123,0,3,33
1124,0,4,33
1125,80,5,33
1126,0,6,33
1127,0,7,33
1128,95,8,33
1129,0,9,33
1130,29,10,33
1131,0,11,33
1132,0,12,33
1133,0,13,33
1134,14,14,33
1135,60,15,33
1136,0,16,33
1137,0,17,33
1138,79,18,33
1139,0,19,33
1140,0,20,33
1141,68,21,33
1142,0,22,33
1143,0,23,33
1144,0,24,33
1145,0,25,33
1146,0,26,33
1147,0,27,33
1148,0,28,33
1149,92,29,33
1150,0,30,33
1151,57,31,33
1152,0,32,33
1153,0,33,33
1154,34,34,33
1155,0,35,33
1156,27,1,34
1157,0,2,34
1158,0,3,34
1159,0,4,34
1160,0,5,34
1161,56,6,34
1162,88,7,34
1163,29,8,34
1164,0,9,34
1165,0,10,34
1166,0,11,34
1167,0,12,34
1168,98,13,34
1169,56,14,34
1170,2,15,34
1171,0,16,34
1172,22,17,34
1173,89,18,34
1174,34,19,34
1175,0,20,34
1176,0,21,34
1177,0,22,34
1178,0,23,34
1179,0,24,34
1180,21,25,34
1181,98,26,34
1182,5,27,34
1183,42,28,34
1184,0,29,34
1185,7,30,34
1186,69,31,34
1187,73,32,34
1188,0,33,34
1189,0,34,34
1190,82,35,34
1191,0,1,35
1192,0,2,35
1193,0,3,35
1194,0,4,35
1195,41,5,35
1196,0,6,35
1197,68,7,35
1198,0,8,35
1199,0,9,35
1200,0,10,35
1201,0,11,35
1202,0,12,35
1203,0,13,35
1204,0,14,35
1205,0,15,35
1206,0,16,35
1207,0,17,35
1208,87,18,35
1209,0,19,35
1210,83,20,35
1211,0,21,35
1212,0,22,35
1213,0,23,35
1214,0,24,35
1215,0,25,35
1216,0,26,35
1217,0,27,35
1218,0,28,35
1219,7,29,35
1220,0,30,35
1221,0,31,35
1222,0,32,35
1223,0,33,35
1224,83,34,35
1225,0,35,35
1226,0,1,36
1227,0,2,36
1228,0,3,36
1229,0,4,36
1230,0,5,36
1231,0,6,36
1232,0,7,36
1233,53,8,36
1234,0,9,36
1235,0,10,36
1236,0,11,36
1237,86,12,36
1238,100,13,36
1239,12,14,36
1240,0,15,36
1241,7,16,36
1242,75,17,36
1243,0,18,36
1244,0,19,36
1245,0,20,36
1246,0,21,36
1247,75,22,36
1248,0,23,36
1249,16,24,36
1250,80,25,36
1251,0,26,36
1252,0,27,36
1253,0,28,36
1254,0,29,36
1255,0,30,36
1256,0,31,36
1257,0,32,36
1258,0,33,36
1259,71,34,36
1260,0,35,36
1261,5,1,37
1262,0,2,37
1263,0,3,37
1264,0,4,37
1265,0,5,37
1266,35,6,37
1267,0,7,37
1268,97,8,37
1269,0,9,37
1270,84,10,37
1271,0,11,37
1272,0,12,37
1273,0,13,37
1274,77,14,37
1275,0,15,37
1276,16,16,37
1277,0,17,37
1278,71,18,37
1279,0,19,37
1280,0,20,37
1281,0,21,37
1282,0,22,37
1283,0,23,37
1284,0,24,37
1285,68,25,37
1286,0,26,37
1287,53,27,37
1288,0,28,37
1289,0,29,37
1290,59,30,37
1291,0,31,37
1292,67,32,37
1293,0,33,37
1294,82,34,37
1295,0,35,37
1296,1,1,38
1297,1,2,38
1298,0,3,38
1299,0,4,38
1300,0,5,38
1301,0,6,38
1302,0,7,38
1303,0,8,38
1304,0,9,38
1305,0,10,38
1306,0,11,38
1307,0,12,38
1308,0,13,38
1309,0,14,38
1310,31,15,38
1311,0,16,38
1312,0,17,38
1313,0,18,38
1314,0,19,38
1315,54,20,38
1316,69,21,38
1317,0,22,38
1318,33,23,38
1319,0,24,38
1320,27,25,38
1321,16,26,38
1322,27,27,38
1323,0,28,38
1324,0,29,38
1325,0,30,38
1326,0,31,38
1327,49,32,38
1328,46,33,38
1329,64,34,38
1330,98,35,38
1331,0,1,39
1332,0,2,39
1333,0,3,39
1334,0,4,39
1335,0,5,39
1336,61,6,39
1337,0,7,39
1338,0,8,39
1339,83,9,39
1340,0,10,39
1341,0,11,39
1342,0,12,39
1343,0,13,39
1344,0,14,39
1345,0,15,39
1346,0,16,39
1347,0,17,39
1348,0,18,39
1349,0,19,39
1350,0,20,39
1351,0,21,39
1352,0,22,39
1353,0,23,39
1354,4,24,39
1355,90,25,39
1356,0,26,39
1357,0,27,39
1358,0,28,39
1359,0,29,39
1360,0,30,39
1361,0,31,39
1362,0,32,39
1363,14,33,39
1364,0,34,39
1365,81,35,39
1366,0,1,40
1367,24,2,40
1368,66,3,40
1369,0,4,40
1370,52,5,40
1371,0,6,40
1372,0,7,40
1373,0,8,40
1374,36,9,40
1375,0,10,40
1376,21,11,40
1377,0,12,40
1378,74,13,40
1379,0,14,40
1380,0,15,40
1381,0,16,40
1382,10,17,40
1383,0,18,40
1384,0,19,40
1385,32,20,40
1386,0,21,40
1387,0,22,40
1388,95,23,40
1389,23,24,40
1390,16,25,40
1391,66,26,40
1392,66,27,40
1393,0,28,40
1394,0,29,40
1395,0,30,40
1396,0,31,40
1397,2,32,40
1398,82,33,40
1399,0,34,40
1400,0,35,40
1401,0,1,41
1402,0,2,41
1403,0,3,41
1404,0,4,41
1405,0,5,41
1406,0,6,41
1407,14,7,41
1408,0,8,41
1409,0,9,41
1410,0,10,41
1411,0,11,41
1412,0,12,41
1413,0,13,41
1414,0,14,41
1415,0,15,41
1416,0,16,41
1417,0,17,41
1418,0,18,41
1419,0,19,41
1420,0,20,41
1421,0,21,41
1422,38,22,41
1423,0,23,41
1424,0,24,41
1425,0,25,41
1426,0,26,41
1427,0,27,41
1428,11,28,41
1429,0,29,41
1430,0,30,41
1431,0,31,41
1432,0,32,41
1433,0,33,41
1434,0,34,41
1435,0,35,41
1436,0,1,42
1437,0,2,42
1438,0,3,42
1439,53,4,42
1440,0,5,42
1441,0,6,42
1442,0,7,42
1443,30,8,42
1444,0,9,42
1445,0,10,42
1446,19,11,42
1447,0,12,42
1448,0,13,42
1449,0,14,42
1450,0,15,42
1451,40,16,42
1452,0,17,42
1453,83,18,42
1454,33,19,42
1455,0,20,42
1456,0,21,42
1457,1,22,42
1458,0,23,42
1459,0,24,42
1460,19,25,42
1461,0,26,42
1462,27,27,42
1463,0,28,42
1464,0,29,42
1465,53,30,42
1466,0,31,42
1467,0,32,42
1468,0,33,42
1469,0,34,42
1470,0,35,42
1471,0,1,43
1472,0,2,43
1473,0,3,43
1474,26,4,43
1475,0,5,43
1476,5,6,43
1477,0,7,43
1478,87,8,43
1479,0,9,43
1480,0,10,43
1481,0,11,43
1482,0,12,43
1483,82,13,43
1484,77,14,43
1485,3,15,43
1486,0,16,43
1487,0,17,43
1488,0,18,43
1489,0,19,43
1490,0,20,43
1491,0,21,43
1492,28,22,43
1493,0,23,43
1494,55,24,43
1495,0,25,43
1496,0,26,43
1497,0,27,43
1498,0,28,43
1499,28,29,43
1500,0,30,43
1501,0,31,43
1502,0,32,43
1503,0,33,43
1504,0,34,43
1505,0,35,43
1506,31,1,44
1507,0,2,44
1508,0,3,44
1509,0,4,44
1510,0,5,44
1511,0,6,44
1512,0,7,44
1513,0,8,44
1514,0,9,44
1515,0,10,44
1516,0,11,44
1517,0,12,44
1518,0,13,44
1519,0,14,44
1520,0,15,44
1521,0,16,44
1522,0,17,44
1523,15,18,44
1524,0,19,44
1525,0,20,44
1526,0,21,44
1527,0,22,44
1528,0,23,44
1529,80,24,44
1530,0,25,44
1531,0,26,44
1532,0,27,44
1533,0,28,44
1534,52,29,44
1535,0,30,44
1536,0,31,44
1537,0,32,44
1538,0,33,44
1539,0,34,44
1540,84,35,44
1541,0,1,45
1542,0,2,45
1543,21,3,45
1544,6,4,45
1545,0,5,45
1546,0,6,45
1547,0,7,45
1548,0,8,45
1549,0,9,45
1550,0,10,45
1551,0,11,45
1552,0,12,45
1553,0,13,45
1554,19,14,45
1555,0,15,45
1556,0,16,45
1557,71,17,45
1558,0,18,45
1559,0,19,45
1560,0,20,45
1561,41,21,45
1562,0,22,45
1563,0,23,45
1564,39,24,45
1565,0,25,45
1566,0,26,45
1567,0,27,45
1568,0,28,45
1569,0,29,45
1570,0,30,45
1571,0,31,45
1572,0,32,45
1573,0,33,45
1574,0,34,45
1575,1,35,45
1576,0,1,46
1577,47,2,46
1578,0,3,46
1579,0,4,46
1580,28,5,46
1581,0,6,46
1582,0,7,46
1583,0,8,46
1584,47,9,46
1585,18,10,46
1586,0,11,46
1587,79,12,46
1588,79,13,46
1589,76,14,46
1590,0,15,46
1591,32,16,46
1592,0,17,46
1593,0,18,46
1594,0,19,46
1595,44,20,46
1596,25,21,46
1597,10,22,46
1598,0,23,46
1599,0,24,46
1600,79,25,46
1601,0,26,46
1602,39,27,46
1603,0,28,46
1604,0,29,46
1605,68,30,46
1606,83,31,46
1607,0,32,46
1608,69,33,46
1609,0,34,46
1610,19,35,46
1611,0,1,47
1612,0,2,47
1613,27,3,47
1614,0,4,47
1615,0,5,47
1616,29,6,47
1617,0,7,47
1618,0,8,47
1619,0,9,47
1620,0,10,47
1621,0,11,47
1622,0,12,47
1623,56,13,47
1624,0,14,47
1625,0,15,47
1626,0,16,47
1627,95,17,47
1628,0,18,47
1629,80,19,47
1630,0,20,47
1631,0,21,47
1632,54,22,47
1633,0,23,47
1634,95,24,47
1635,28,25,47
1636,0,26,47
1637,31,27,47
1638,0,28,47
1639,18,29,47
1640,44,30,47
1641,28,31,47
1642,22,32,47
1643,0,33,47
1644,0,34,47
1645,0,35,47
1646,0,1,48
1647,0,2,48
1648,0,3,48
1649,0,4,48
1650,0,5,48
1651,0,6,48
1652,67,7,48
1653,41,8,48
1654,0,9,48
1655,11,10,48
1656,0,11,48
1657,0,12,48
1658,100,13,48
1659,0,14,48
1660,0,15,48
1661,0,16,48
1662,0,17,48
1663,18,18,48
